2;04-03-2025 02:13:58.399;04-03-2025 02:13:57.084;1315
2;04-03-2025 02:14:06.220;04-03-2025 02:14:01.074;5146
2;04-03-2025 02:14:22.017;04-03-2025 02:14:08.241;13776
2;04-03-2025 02:14:26.826;04-03-2025 02:14:25.639;1187
2;04-03-2025 02:14:34.740;04-03-2025 02:14:33.093;1647
2;04-03-2025 02:14:59.739;04-03-2025 02:14:39.061;20678
2;04-03-2025 02:15:03.004;04-03-2025 02:15:02.079;925
2;04-03-2025 02:15:09.845;04-03-2025 02:15:04.461;5384
2;04-03-2025 02:15:20.135;04-03-2025 02:15:13.587;6548
2;04-03-2025 02:15:26.320;04-03-2025 02:15:23.813;2507
2;04-03-2025 02:15:46.324;04-03-2025 02:15:27.897;18427
2;04-03-2025 02:15:51.932;04-03-2025 02:15:50.304;1628
2;04-03-2025 02:15:53.631;04-03-2025 02:15:52.684;947
2;04-03-2025 02:16:11.509;04-03-2025 02:16:01.359;10150
2;04-03-2025 02:16:19.179;04-03-2025 02:16:13.104;6075
2;04-03-2025 02:16:29.358;04-03-2025 02:16:24.959;4399
2;04-03-2025 02:16:33.630;04-03-2025 02:16:33.142;488
2;04-03-2025 02:16:47.258;04-03-2025 02:16:41.890;5368
2;04-03-2025 02:16:55.036;04-03-2025 02:16:50.793;4243
2;04-03-2025 02:17:07.475;04-03-2025 02:16:57.715;9760
2;04-03-2025 02:17:26.246;04-03-2025 02:17:16.511;9735
2;04-03-2025 02:17:28.554;04-03-2025 02:17:27.554;1000
2;04-03-2025 02:17:32.476;04-03-2025 02:17:31.196;1280
2;04-03-2025 02:17:59.008;04-03-2025 02:17:37.883;21125
2;04-03-2025 02:18:02.812;04-03-2025 02:18:01.095;1717
2;04-03-2025 02:18:10.845;04-03-2025 02:18:09.323;1522
2;04-03-2025 02:18:19.202;04-03-2025 02:18:15.084;4118
2;04-03-2025 02:18:24.845;04-03-2025 02:18:24.677;168
2;04-03-2025 02:18:33.462;04-03-2025 02:18:26.701;6761
2;04-03-2025 02:18:52.294;04-03-2025 02:18:44.473;7821
2;04-03-2025 02:18:58.061;04-03-2025 02:18:54.327;3734
2;04-03-2025 02:19:11.187;04-03-2025 02:19:04.118;7069
2;04-03-2025 02:19:17.324;04-03-2025 02:19:13.746;3578
2;04-03-2025 02:19:27.414;04-03-2025 02:19:20.700;6714
2;04-03-2025 02:19:32.192;04-03-2025 02:19:31.369;823
2;04-03-2025 02:19:44.043;04-03-2025 02:19:35.606;8437
2;04-03-2025 02:19:57.432;04-03-2025 02:19:45.606;11826
2;04-03-2025 02:20:03.265;04-03-2025 02:20:01.604;1661
2;04-03-2025 02:20:18.147;04-03-2025 02:20:09.179;8968
2;04-03-2025 02:20:34.234;04-03-2025 02:20:26.990;7244
2;04-03-2025 02:20:38.769;04-03-2025 02:20:35.593;3176
2;04-03-2025 02:20:50.536;04-03-2025 02:20:44.158;6378
2;04-03-2025 02:20:55.066;04-03-2025 02:20:54.996;70
2;04-03-2025 02:21:00.536;04-03-2025 02:20:58.458;2078
2;04-03-2025 02:21:19.512;04-03-2025 02:21:07.625;11887
2;04-03-2025 02:21:24.663;04-03-2025 02:21:22.312;2351
2;04-03-2025 02:21:33.047;04-03-2025 02:21:25.088;7959
2;04-03-2025 02:21:51.545;04-03-2025 02:21:50.031;1514
2;04-03-2025 02:21:54.792;04-03-2025 02:21:52.240;2552
2;04-03-2025 02:22:13.111;04-03-2025 02:22:08.213;4898
2;04-03-2025 02:22:25.659;04-03-2025 02:22:15.802;9857
2;04-03-2025 02:22:26.975;04-03-2025 02:22:25.929;1046
2;04-03-2025 02:22:36.611;04-03-2025 02:22:28.876;7735
2;04-03-2025 02:22:54.061;04-03-2025 02:22:47.275;6786
2;04-03-2025 02:23:06.050;04-03-2025 02:23:01.798;4252
2;04-03-2025 02:23:15.204;04-03-2025 02:23:07.210;7994
2;04-03-2025 02:23:26.500;04-03-2025 02:23:17.139;9361
2;04-03-2025 02:23:30.327;04-03-2025 02:23:28.512;1815
2;04-03-2025 02:23:39.075;04-03-2025 02:23:33.188;5887
2;04-03-2025 02:23:49.474;04-03-2025 02:23:41.726;7748
2;04-03-2025 02:23:55.062;04-03-2025 02:23:54.157;905
2;04-03-2025 02:24:13.285;04-03-2025 02:24:09.623;3662
2;04-03-2025 02:24:21.722;04-03-2025 02:24:16.425;5297
2;04-03-2025 02:24:26.343;04-03-2025 02:24:23.702;2641
2;04-03-2025 02:24:41.696;04-03-2025 02:24:38.742;2954
2;04-03-2025 02:24:54.842;04-03-2025 02:24:47.488;7354
2;04-03-2025 02:24:56.527;04-03-2025 02:24:56.347;180
2;04-03-2025 02:25:07.899;04-03-2025 02:25:04.222;3677
2;04-03-2025 02:25:15.120;04-03-2025 02:25:09.008;6112
2;04-03-2025 02:25:29.371;04-03-2025 02:25:16.090;13281
2;04-03-2025 02:25:38.697;04-03-2025 02:25:34.044;4653
2;04-03-2025 02:25:41.280;04-03-2025 02:25:40.160;1120
2;04-03-2025 02:25:46.900;04-03-2025 02:25:44.390;2510
2;04-03-2025 02:26:07.724;04-03-2025 02:25:56.490;11234
2;04-03-2025 02:26:09.323;04-03-2025 02:26:08.149;1174
2;04-03-2025 02:26:27.728;04-03-2025 02:26:19.437;8291
2;04-03-2025 02:26:39.160;04-03-2025 02:26:29.155;10005
2;04-03-2025 02:26:45.594;04-03-2025 02:26:43.170;2424
2;04-03-2025 02:26:51.988;04-03-2025 02:26:49.522;2466
2;04-03-2025 02:27:03.856;04-03-2025 02:26:52.551;11305
2;04-03-2025 02:27:19.663;04-03-2025 02:27:07.237;12426
2;04-03-2025 02:27:22.591;04-03-2025 02:27:21.236;1355
2;04-03-2025 02:27:40.252;04-03-2025 02:27:27.439;12813
2;04-03-2025 02:27:53.843;04-03-2025 02:27:44.286;9557
2;04-03-2025 02:28:05.035;04-03-2025 02:27:55.070;9965
2;04-03-2025 02:28:13.462;04-03-2025 02:28:12.944;518
2;04-03-2025 02:28:21.890;04-03-2025 02:28:17.110;4780
2;04-03-2025 02:28:36.581;04-03-2025 02:28:35.102;1479
2;04-03-2025 02:28:41.846;04-03-2025 02:28:38.223;3623
2;04-03-2025 02:28:47.807;04-03-2025 02:28:42.860;4947
2;04-03-2025 02:28:58.328;04-03-2025 02:28:53.347;4981
2;04-03-2025 02:29:05.703;04-03-2025 02:28:59.242;6461
2;04-03-2025 02:29:18.982;04-03-2025 02:29:13.985;4997
2;04-03-2025 02:29:25.928;04-03-2025 02:29:25.407;521
2;04-03-2025 02:29:30.597;04-03-2025 02:29:26.899;3698
2;04-03-2025 02:29:44.106;04-03-2025 02:29:42.776;1330
2;04-03-2025 02:30:01.704;04-03-2025 02:29:49.542;12162
2;04-03-2025 02:30:12.513;04-03-2025 02:30:07.897;4616
2;04-03-2025 02:30:19.158;04-03-2025 02:30:16.674;2484
2;04-03-2025 02:30:27.918;04-03-2025 02:30:20.505;7413
2;04-03-2025 02:30:39.813;04-03-2025 02:30:33.626;6187
2;04-03-2025 02:30:49.513;04-03-2025 02:30:47.874;1639
2;04-03-2025 02:30:52.604;04-03-2025 02:30:51.049;1555
2;04-03-2025 02:31:07.842;04-03-2025 02:31:04.043;3799
2;04-03-2025 02:31:19.242;04-03-2025 02:31:08.643;10599
2;04-03-2025 02:31:30.584;04-03-2025 02:31:19.658;10926
2;04-03-2025 02:31:33.485;04-03-2025 02:31:31.598;1887
2;04-03-2025 02:31:40.796;04-03-2025 02:31:40.190;606
2;04-03-2025 02:31:45.876;04-03-2025 02:31:45.160;716
2;04-03-2025 02:32:10.411;04-03-2025 02:31:59.800;10611
2;04-03-2025 02:32:16.598;04-03-2025 02:32:11.587;5011
2;04-03-2025 02:32:22.820;04-03-2025 02:32:20.088;2732
2;04-03-2025 02:32:38.831;04-03-2025 02:32:34.716;4115
2;04-03-2025 02:32:44.920;04-03-2025 02:32:43.522;1398
2;04-03-2025 02:32:54.162;04-03-2025 02:32:51.833;2329
2;04-03-2025 02:33:03.396;04-03-2025 02:32:58.817;4579
2;04-03-2025 02:33:09.955;04-03-2025 02:33:06.292;3663
2;04-03-2025 02:33:24.438;04-03-2025 02:33:16.151;8287
2;04-03-2025 02:33:38.715;04-03-2025 02:33:32.200;6515
2;04-03-2025 02:33:49.494;04-03-2025 02:33:45.127;4367
2;04-03-2025 02:33:55.345;04-03-2025 02:33:49.830;5515
2;04-03-2025 02:33:58.880;04-03-2025 02:33:58.870;10
2;04-03-2025 02:34:08.516;04-03-2025 02:34:02.391;6125
2;04-03-2025 02:34:19.105;04-03-2025 02:34:18.897;208
2;04-03-2025 02:34:32.501;04-03-2025 02:34:29.261;3240
2;04-03-2025 02:34:50.429;04-03-2025 02:34:44.840;5589
2;04-03-2025 02:34:59.684;04-03-2025 02:34:53.219;6465
2;04-03-2025 02:35:11.328;04-03-2025 02:35:00.297;11031
2;04-03-2025 02:35:23.711;04-03-2025 02:35:15.721;7990
2;04-03-2025 02:35:26.980;04-03-2025 02:35:23.727;3253
2;04-03-2025 02:35:41.868;04-03-2025 02:35:32.577;9291
2;04-03-2025 02:35:52.387;04-03-2025 02:35:49.048;3339
2;04-03-2025 02:36:05.146;04-03-2025 02:35:58.955;6191
2;04-03-2025 02:36:12.373;04-03-2025 02:36:07.334;5039
2;04-03-2025 02:36:16.399;04-03-2025 02:36:14.751;1648
2;04-03-2025 02:36:19.419;04-03-2025 02:36:18.064;1355
2;04-03-2025 02:36:44.756;04-03-2025 02:36:29.220;15536
2;04-03-2025 02:36:46.851;04-03-2025 02:36:46.599;252
2;04-03-2025 02:36:53.818;04-03-2025 02:36:52.914;904
2;04-03-2025 02:37:06.944;04-03-2025 02:37:05.947;997
2;04-03-2025 02:37:13.972;04-03-2025 02:37:12.537;1435
2;04-03-2025 02:37:23.662;04-03-2025 02:37:17.674;5988
2;04-03-2025 02:37:33.239;04-03-2025 02:37:32.010;1229
2;04-03-2025 02:37:38.889;04-03-2025 02:37:36.375;2514
2;04-03-2025 02:37:53.034;04-03-2025 02:37:52.077;957
2;04-03-2025 02:38:13.214;04-03-2025 02:37:57.928;15286
2;04-03-2025 02:38:13.441;04-03-2025 02:38:13.229;212
2;04-03-2025 02:38:23.020;04-03-2025 02:38:16.704;6316
2;04-03-2025 02:38:29.499;04-03-2025 02:38:24.977;4522
2;04-03-2025 02:38:50.759;04-03-2025 02:38:44.791;5968
2;04-03-2025 02:39:01.580;04-03-2025 02:38:59.778;1802
2;04-03-2025 02:39:14.171;04-03-2025 02:39:12.844;1327
2;04-03-2025 02:39:23.786;04-03-2025 02:39:16.106;7680
2;04-03-2025 02:39:25.691;04-03-2025 02:39:24.025;1666
2;04-03-2025 02:39:41.465;04-03-2025 02:39:28.130;13335
2;04-03-2025 02:39:54.246;04-03-2025 02:39:46.648;7598
2;04-03-2025 02:40:06.421;04-03-2025 02:39:59.254;7167
2;04-03-2025 02:40:14.506;04-03-2025 02:40:07.026;7480
2;04-03-2025 02:40:23.782;04-03-2025 02:40:15.668;8114
2;04-03-2025 02:40:30.150;04-03-2025 02:40:28.707;1443
2;04-03-2025 02:40:34.215;04-03-2025 02:40:33.551;664
2;04-03-2025 02:40:43.835;04-03-2025 02:40:34.849;8986
2;04-03-2025 02:41:01.651;04-03-2025 02:40:56.887;4764
2;04-03-2025 02:41:11.589;04-03-2025 02:41:03.690;7899
2;04-03-2025 02:41:23.972;04-03-2025 02:41:14.849;9123
2;04-03-2025 02:41:25.937;04-03-2025 02:41:24.973;964
2;04-03-2025 02:41:29.153;04-03-2025 02:41:27.750;1403
2;04-03-2025 02:41:46.933;04-03-2025 02:41:32.795;14138
2;04-03-2025 02:41:50.443;04-03-2025 02:41:48.657;1786
2;04-03-2025 02:42:06.479;04-03-2025 02:41:58.423;8056
2;04-03-2025 02:42:13.038;04-03-2025 02:42:07.343;5695
2;04-03-2025 02:42:32.176;04-03-2025 02:42:30.048;2128
2;04-03-2025 02:42:38.751;04-03-2025 02:42:35.677;3074
2;04-03-2025 02:42:55.111;04-03-2025 02:42:53.132;1979
2;04-03-2025 02:42:56.379;04-03-2025 02:42:55.357;1022
2;04-03-2025 02:43:06.142;04-03-2025 02:43:01.604;4538
2;04-03-2025 02:43:27.170;04-03-2025 02:43:07.178;19992
