100;1704332835862
100;1704332835996
100;1704332836007
100;1704332836120
100;1704332836186
100;1704332836194
100;1704332836204
100;1704332836264
200;1704332836291
200;1704332836479
200;1704332838602
200;1704332838666
200;1704332838907
200;1704332840489
200;1704332840552
200;1704332840668
200;1704332840744
200;1704332840789
200;1704332840797
200;1704332840836
200;1704332840872
200;1704332840900
200;1704332840919
200;1704332842825
200;1704332843065
200;1704332843385
200;1704332845512
200;1704332845641
200;1704332845674
200;1704332845720
200;1704332845796
200;1704332845805
200;1704332845908
200;1704332845927
200;1704332845989
200;1704332846025
200;1704332847657
200;1704332848153
200;1704332848281
200;1704332850472
200;1704332850536
200;1704332850656
200;1704332850712
200;1704332850824
200;1704332850834
200;1704332850904
200;1704332850930
200;1704332851096
200;1704332851139
200;1704332852936
200;1704332853512
200;1704332853608
200;1704332855479
200;1704332855559
200;1704332855672
200;1704332855767
200;1704332855827
200;1704332855862
200;1704332855955
200;1704332855974
200;1704332856087
200;1704332856114
200;1704332857640
200;1704332858536
200;1704332858550
200;1704332860487
200;1704332860647
200;1704332860666
200;1704332860851
200;1704332860860
200;1704332860931
200;1704332861011
200;1704332861063
200;1704332861112
200;1704332861207
200;1704332862599
200;1704332863110
200;1704332863175
200;1704332865495
200;1704332865607
200;1704332865653
200;1704332865766
200;1704332865842
200;1704332865889
200;1704332865909
200;1704332866023
200;1704332866131
200;1704332866139
200;1704332868297
200;1704332868553
200;1704332868631
200;1704332870470
200;1704332870660
200;1704332870693
200;1704332870758
200;1704332870817
200;1704332870848
200;1704332870930
200;1704332870948
200;1704332871014
200;1704332871110
200;1704332872726
200;1704332873222
200;1704332873286
200;1704332875509
200;1704332875638
200;1704332875653
200;1704332875766
200;1704332875830
200;1704332875857
200;1704332876022
200;1704332876129
200;1704332876165
200;1704332877825
200;1704332878327
200;1704332878374
200;1704332878438
200;1704332880471
200;1704332880629
200;1704332880674
200;1704332880742
200;1704332880817
200;1704332880853
200;1704332880880
200;1704332880965
200;1704332881141
200;1704332881168
200;1704332882934
200;1704332883264
200;1704332883494
200;1704332885511
200;1704332885653
200;1704332885660
200;1704332885798
200;1704332885825
200;1704332885990
200;1704332885999
200;1704332886053
200;1704332886066
200;1704332886135
200;1704332887734
200;1704332887989
200;1704332888565
200;1704332890533
200;1704332890654
200;1704332890671
200;1704332890800
200;1704332890808
200;1704332890814
200;1704332890896
200;1704332890916
200;1704332890965
200;1704332891029
200;1704332892581
200;1704332892917
200;1704332892981
200;1704332895509
200;1704332895642
200;1704332895717
200;1704332895925
200;1704332895951
200;1704332895958
200;1704332896032
200;1704332896051
200;1704332896117
200;1704332898016
200;1704332898356
200;1704332898820
200;1704332900516
200;1704332900644
200;1704332900728
200;1704332900773
200;1704332900869
200;1704332900878
200;1704332900884
200;1704332900890
200;1704332900992
200;1704332902741
200;1704332903013
200;1704332903103
200;1704332903236
200;1704332905508
200;1704332905635
200;1704332905640
200;1704332905717
200;1704332905764
200;1704332905887
200;1704332905923
200;1704332906020
200;1704332906033
200;1704332907620
200;1704332907651
200;1704332907872
200;1704332908053
200;1704332910618
200;1704332910655
200;1704332910724
200;1704332910804
200;1704332910831
200;1704332910911
200;1704332910980
200;1704332911027
200;1704332911108
200;1704332912884
200;1704332913125
200;1704332913247
200;1704332913381
200;1704332915542
200;1704332915637
200;1704332915655
200;1704332915775
200;1704332915794
200;1704332915821
200;1704332915859
200;1704332915890
200;1704332915917
200;1704332915987
200;1704332917652
200;1704332918388
200;1704332918419
200;1704332920467
200;1704332920530
200;1704332920588
200;1704332920596
200;1704332920656
200;1704332920690
200;1704332920831
200;1704332920867
200;1704332920894
