200;1741050748300
200;1741050748476
200;1741050748752
200;1741050751020
200;1741050753325
200;1741050753400
200;1741050753660
200;1741050753805
200;1741050758350
200;1741050758477
200;1741050758635
200;1741050758811
200;1741050763409
200;1741050763706
200;1741050763803
200;1741050765658
200;1741050768317
200;1741050768410
200;1741050768554
200;1741050769173
200;1741050773310
200;1741050773514
200;1741050775513
200;1741050776296
200;1741050778431
200;1741050778570
200;1741050778889
200;1741050780826
200;1741050783327
200;1741050783481
200;1741050784282
200;1741050786922
200;1741050788316
200;1741050789069
200;1741050790814
200;1741050791213
200;1741050793327
200;1741050793483
200;1741050793643
200;1741050794811
200;1741050798382
200;1741050798472
200;1741050798631
200;1741050800744
200;1741050803326
200;1741050803592
200;1741050803671
200;1741050806439
200;1741050808300
200;1741050808486
200;1741050808695
200;1741050811382
200;1741050813351
200;1741050813361
200;1741050815861
200;1741050818332
200;1741050818368
200;1741050818470
200;1741050818694
200;1741050823322
200;1741050823366
200;1741050823590
200;1741050823702
200;1741050828300
200;1741050828386
200;1741050828630
200;1741050831430
200;1741050833387
200;1741050833501
200;1741050833958
200;1741050836421
200;1741050838411
200;1741050838501
200;1741050838741
200;1741050840869
200;1741050843383
200;1741050843513
200;1741050844394
200;1741050846153
200;1741050848311
200;1741050848403
200;1741050848476
200;1741050850709
200;1741050853353
200;1741050853371
200;1741050853636
200;1741050854660
200;1741050858327
200;1741050858388
200;1741050858757
200;1741050859025
200;1741050863337
200;1741050863410
200;1741050863516
200;1741050863570
200;1741050868329
200;1741050868437
200;1741050868498
200;1741050868626
200;1741050873368
200;1741050873404
200;1741050873554
200;1741050874146
200;1741050878311
200;1741050878681
200;1741050878786
200;1741050881504
200;1741050883397
200;1741050884017
200;1741050884657
200;1741050885905
200;1741050888308
200;1741050888528
200;1741050890481
200;1741050891440
200;1741050893348
200;1741050893417
200;1741050893520
200;1741050893986
200;1741050898356
200;1741050898707
200;1741050901281
200;1741050903299
200;1741050903488
200;1741050903632
200;1741050906256
200;1741050908386
200;1741050908544
200;1741050908897
200;1741050910880
200;1741050913377
200;1741050913406
200;1741050913905
200;1741050916672
200;1741050918358
200;1741050918413
200;1741050918688
200;1741050918783
200;1741050923346
200;1741050923383
200;1741050923470
200;1741050923679
200;1741050928404
200;1741050928462
200;1741050929006
200;1741050930494
200;1741050933349
200;1741050933383
200;1741050933440
200;1741050933758
200;1741050938386
200;1741050938478
200;1741050938735
200;1741050938878
200;1741050943331
200;1741050943408
200;1741050943584
200;1741050943729
200;1741050948374
200;1741050948525
200;1741050950749
200;1741050951340
200;1741050953298
200;1741050953404
200;1741050953515
200;1741050955469
200;1741050958304
200;1741050958380
200;1741050958551
200;1741050961291
200;1741050963330
200;1741050963419
200;1741050963515
200;1741050965436
200;1741050968321
200;1741050968364
200;1741050968603
200;1741050968812
200;1741050973312
200;1741050973483
200;1741050973724
200;1741050975562
200;1741050978366
200;1741050978490
200;1741050978629
200;1741050981466
200;1741050983329
200;1741050983450
200;1741050983562
200;1741050986346
200;1741050988319
200;1741050988394
200;1741050988490
200;1741050988694
200;1741050993345
200;1741050993498
200;1741050994324
200;1741050996249
200;1741050998401
200;1741050998441
200;1741050998570
200;1741050998698
200;1741051003310
200;1741051003401
200;1741051003497
200;1741051003593
200;1741051008317
200;1741051008571
200;1741051009241
200;1741051011385
200;1741051013327
200;1741051013387
200;1741051013800
200;1741051014201
200;1741051018364
200;1741051018440
200;1741051019239
200;1741051019400
200;1741051023356
200;1741051023527
200;1741051023839
200;1741051024223
200;1741051028393
200;1741051028413
200;1741051028599
200;1741051028727
200;1741051033309
200;1741051033459
200;1741051033847
200;1741051036500
200;1741051038395
200;1741051038583
