m3_9.oml;0.047878;0.187237;0.166877;0.169282;5000000000;2025-03-04 02:12:48
m3_6.oml;0.068397;0.178198;0.1634105;0.164153;5000000000;2025-03-04 02:12:48
m3_3.oml;0.0;0.181008;0.1597937;0.16;5000000000;2025-03-04 02:12:48
m3_4.oml;0.048611;0.184672;0.1654858;0.169282;5000000000;2025-03-04 02:12:48
m3_5.oml;0.066076;0.178198;0.1600754;0.158779;5000000000;2025-03-04 02:12:49
m3_2.oml;0.066931;0.18455;0.1631336;0.162931;5000000000;2025-03-04 02:12:49
m3_7.oml;0.048244;0.182595;0.1631319;0.164397;5000000000;2025-03-04 02:12:49
m3_12.oml;0.048122;0.18858;0.1666673;0.16;5000000000;2025-03-04 02:12:49
m3_8.oml;0.0;0.173679;0.1592049;0.158779;5000000000;2025-03-04 02:12:49
m3_1.oml;0.048855;0.171969;0.1629606;0.16513;5000000000;2025-03-04 02:12:49
m3_11.oml;0.047878;0.180519;0.1617161;0.160733;5000000000;2025-03-04 02:12:49
m3_9.oml;0.047878;0.187237;0.1669349;0.16916;5000000000;2025-03-04 02:17:48
m3_6.oml;0.068397;0.178198;0.1634643;0.164153;5000000000;2025-03-04 02:17:48
m3_3.oml;0.0;0.181008;0.1600124;0.161099;5000000000;2025-03-04 02:17:48
m3_4.oml;0.048611;0.184672;0.1655727;0.169771;5000000000;2025-03-04 02:17:48
m3_5.oml;0.066076;0.178198;0.160117;0.159511;5000000000;2025-03-04 02:17:48
m3_2.oml;0.066931;0.18455;0.1631741;0.162076;5000000000;2025-03-04 02:17:48
m3_7.oml;0.048244;0.185527;0.1631913;0.1678;5000000000;2025-03-04 02:17:48
m3_12.oml;0.048122;0.18858;0.1667279;0.164397;5000000000;2025-03-04 02:17:48
m3_8.oml;0.0;0.173679;0.1594316;0.161099;5000000000;2025-03-04 02:17:48
m3_1.oml;0.048855;0.171969;0.1630059;0.166107;5000000000;2025-03-04 02:17:48
m3_11.oml;0.047878;0.180519;0.161766;0.164397;5000000000;2025-03-04 02:17:48
m3_9.oml;0.047878;0.187237;0.1670406;0.167817;5000000000;2025-03-04 02:22:48
m3_6.oml;0.068397;0.178198;0.1635187;0.162931;5000000000;2025-03-04 02:22:48
m3_3.oml;0.0;0.181008;0.1602708;0.1663;5000000000;2025-03-04 02:22:48
m3_4.oml;0.048611;0.184672;0.1656576;0.164153;5000000000;2025-03-04 02:22:48
m3_5.oml;0.066076;0.178198;0.1601959;0.16513;5000000000;2025-03-04 02:22:48
m3_2.oml;0.066931;0.18455;0.1632233;0.162687;5000000000;2025-03-04 02:22:48
m3_7.oml;0.048244;0.185527;0.1633131;0.16513;5000000000;2025-03-04 02:22:48
m3_12.oml;0.048122;0.18858;0.1667902;0.172824;5000000000;2025-03-04 02:22:48
m3_8.oml;0.0;0.173679;0.1597208;0.162198;5000000000;2025-03-04 02:22:48
m3_1.oml;0.048855;0.171969;0.1630493;0.16171;5000000000;2025-03-04 02:22:48
m3_11.oml;0.047878;0.180519;0.1618186;0.163908;5000000000;2025-03-04 02:22:48
m3_9.oml;0.047878;0.187237;0.1670984;0.167817;5000000000;2025-03-04 02:27:48
m3_6.oml;0.068397;0.178198;0.1635649;0.161466;5000000000;2025-03-04 02:27:48
m3_3.oml;0.0;0.181008;0.1579721;0.155114;5000000000;2025-03-04 02:27:48
m3_4.oml;0.048611;0.184672;0.165735;0.165985;5000000000;2025-03-04 02:27:48
m3_5.oml;0.066076;0.180641;0.1602412;0.161344;5000000000;2025-03-04 02:27:48
m3_2.oml;0.066931;0.18455;0.1632901;0.162076;5000000000;2025-03-04 02:27:48
m3_7.oml;0.048244;0.185527;0.1633806;0.166595;5000000000;2025-03-04 02:27:48
m3_12.oml;0.048122;0.18858;0.1668729;0.168672;5000000000;2025-03-04 02:27:48
m3_8.oml;0.0;0.173679;0.1577836;0.153649;5000000000;2025-03-04 02:27:48
m3_1.oml;0.048855;0.171969;0.1630934;0.163176;5000000000;2025-03-04 02:27:48
m3_11.oml;0.047878;0.180519;0.1618655;0.162443;5000000000;2025-03-04 02:27:48
m3_9.oml;0.047878;0.187237;0.1671487;0.168916;5000000000;2025-03-04 02:32:48
m3_6.oml;0.068397;0.178198;0.1636058;0.161466;5000000000;2025-03-04 02:32:48
m3_3.oml;0.0;0.181008;0.1579458;0.156458;5000000000;2025-03-04 02:32:48
m3_4.oml;0.048611;0.184672;0.1658005;0.166107;5000000000;2025-03-04 02:32:48
m3_5.oml;0.066076;0.180641;0.1602792;0.165;5000000000;2025-03-04 02:32:48
m3_2.oml;0.066931;0.18455;0.1633267;0.165008;5000000000;2025-03-04 02:32:48
m3_7.oml;0.048244;0.185527;0.1634404;0.162198;5000000000;2025-03-04 02:32:48
m3_12.oml;0.048122;0.18858;0.1669185;0.165985;5000000000;2025-03-04 02:32:48
m3_8.oml;0.0;0.173679;0.1577273;0.15829;5000000000;2025-03-04 02:32:48
m3_1.oml;0.048855;0.171969;0.1631331;0.16183;5000000000;2025-03-04 02:32:48
m3_11.oml;0.047878;0.180519;0.1619217;0.160855;5000000000;2025-03-04 02:32:48
m3_9.oml;0.047878;0.187237;0.1671928;0.17087;5000000000;2025-03-04 02:37:48
m3_6.oml;0.068397;0.178198;0.1636575;0.1;5000000000;2025-03-04 02:37:48
m3_3.oml;0.0;0.181008;0.1579244;0.157679;5000000000;2025-03-04 02:37:48
m3_4.oml;0.048611;0.184672;0.1658872;0.16684;5000000000;2025-03-04 02:37:48
