2;95;22433534618314696;22433527541864347
3;96;22433536403423040;22433529785420888
3;97;22433541402372364;22433534803609198
3;98;22433546401214124;22433539791180932
3;99;22433551400189304;22433544801806696
3;100;22433556399003664;22433549783996737
3;101;22433561397901036;22433554789843744
3;102;22433566396863392;22433559794136377
3;103;22433571396527156;22433564793668039
3;104;22433576396443152;22433569779088972
0;104;22433580059381284;22433572491963160
3;105;22433581345993212;22433574801149360
0;105;22433583931960020;22433575177117498
3;106;22433586345018956;22433579803114095
0;106;22433588806647856;22433581930711358
2;106;22433589915678364;22433584010405699
3;107;22433591345036776;22433584792790466
1;107;22433594514424376;22433585984959396
3;108;22433596345036140;22433589780318961
3;109;22433601345379196;22433594819746028
2;109;22433604084892744;22433595092535890
3;110;22433606345227780;22433599789515365
3;111;22433611345226616;22433604791894243
1;111;22433614485133356;22433607838678256
3;112;22433616345050828;22433609781231255
3;113;22433621345063052;22433614789149495
3;115;22433631394782180;22433629793461860
3;116;22433636395213468;22433629841574716
3;117;22433641395035632;22433634784574242
3;118;22433646395288380;22433639815658913
3;119;22433651395238320;22433644791914639
3;120;22433656395327084;22433649794154773
3;121;22433661395604876;22433654819741830
3;122;22433666396029448;22433659821720050
3;124;22433676446290700;22433674810251843
3;125;22433681447199476;22433674884480640
3;126;22433686447345376;22433679797903489
1;126;22433689044847840;22433679903134746
3;127;22433691447336800;22433684803693648
3;128;22433696447331268;22433689792455712
3;129;22433701446863000;22433694778290769
3;130;22433706446690772;22433699784807558
3;131;22433711446680832;22433704789764288
3;132;22433716446702596;22433709794837114
3;133;22433721446664432;22433714798048531
3;134;22433726446691328;22433719788860287
3;136;22433736496759104;22433734799674507
3;137;22433741497473040;22433734852418585
1;137;22433744222468360;22433738965811999
3;138;22433746497478256;22433739787844348
1;138;22433749261462196;22433743073412895
3;139;22433751497478632;22433744791043967
3;140;22433756497484656;22433749782076980
3;141;22433761497606736;22433754798349052
3;142;22433766497542900;22433759786813396
0;142;22433768701617352;22433761781495338
3;143;22433771497953404;22433764820499250
3;144;22433776497946792;22433769785224662
3;145;22433781497928372;22433774792207688
2;145;22433783596971288;22433775145285454
3;146;22433786497534576;22433779778567848
1;146;22433789229165528;22433782438495521
3;147;22433791497664984;22433784798780618
