0;1741050983976;1
0;1741052188201;2
1;1741052459591;1
1;1741052461247;2
1;1741052464304;3
0;1741052478098;3
0;1741053174108;4
1;1741054208110;4
1;1741054998480;5
1;1741056043797;6
2;1741058113574;1
2;1741058438516;2
0;1741058673079;5
2;1741058683636;3
2;1741059223233;4
2;1741059293201;5
2;1741059888170;6
2;1741060168232;7
2;1741060443232;8
0;1741061203108;6
2;1741061293091;9
2;1741061443450;10
2;1741061903884;11
2;1741062924071;12
2;1741063383206;13
2;1741063628233;14
0;1741064508417;7
2;1741065198264;15
2;1741065203215;16
1;1741065408794;7
0;1741067073614;8
0;1741067194565;9
2;1741067618389;17
2;1741067873206;18
0;1741068004265;10
2;1741070228791;19
2;1741071143388;20
0;1741072168479;11
1;1741072794317;8
0;1741073228231;12
2;1741075258263;21
2;1741076233760;22
0;1741076518138;13
2;1741077418264;23
0;1741079453152;14
1;1741079933232;9
2;1741080597480;24
2;1741081168079;25
2;1741081293140;26
2;1741081873235;27
2;1741083073512;28
2;1741083138264;29
2;1741083163294;30
2;1741083378142;31
0;1741084741916;15
0;1741084762646;16
0;1741084764193;17
0;1741084769174;18
0;1741084777636;19
0;1741084779277;20
0;1741084782913;21
0;1741084783927;22
0;1741084792497;23
0;1741084794272;24
0;1741084797863;25
0;1741084799941;26
0;1741084801225;27
0;1741084802254;28
0;1741084810201;29
0;1741084818201;30
0;1741084824511;31
0;1741084833209;32
0;1741084833635;33
0;1741084839397;34
0;1741084846010;35
0;1741084858359;36
0;1741084863725;37
0;1741084865751;38
0;1741084867810;39
0;1741084868259;40
0;1741084876916;41
0;1741084877832;42
0;1741084886227;43
0;1741084899365;44
0;1741084899534;45
0;1741084903120;46
0;1741084913821;47
0;1741084916872;48
0;1741084928622;49
0;1741084931639;50
0;1741084932975;51
0;1741084937523;52
0;1741084939583;53
0;1741084944951;54
0;1741084949031;55
0;1741084966375;56
0;1741084966568;57
0;1741084967842;58
0;1741084971570;59
0;1741084983638;60
0;1741084984553;61
0;1741084991929;62
0;1741084992169;63
0;1741084994772;64
0;1741085001327;65
0;1741085001340;66
0;1741085009175;67
0;1741085013126;68
0;1741085016261;69
0;1741085029510;70
0;1741085035198;71
0;1741085036168;72
0;1741085037736;73
0;1741085041667;74
0;1741085050078;75
0;1741085056748;76
0;1741085061655;77
0;1741085064915;78
0;1741085069216;79
0;1741085070357;80
0;1741085074003;81
0;1741085074738;82
0;1741085080521;83
0;1741085084707;84
0;1741085088599;85
0;1741085102072;86
0;1741085104565;87
0;1741085108702;88
0;1741085110663;89
0;1741085123144;90
0;1741085127381;91
0;1741085131483;92
0;1741085132882;93
0;1741085147089;94
0;1741085155454;95
0;1741085162594;96
0;1741085162691;97
0;1741085166148;98
0;1741085169623;99
0;1741085169844;100
3;1741085170801;1
0;1741085170973;101
0;1741085171726;102
0;1741085183033;103
0;1741085196833;104
0;1741085198772;105
0;1741085203792;106
0;1741085203873;107
0;1741085215660;108
0;1741085223599;109
0;1741085231726;110
0;1741085232215;111
0;1741085233793;112
0;1741085237855;113
0;1741085243026;114
0;1741085244286;115
0;1741085248878;116
0;1741085255175;117
2;1741085258232;32
0;1741085258824;118
0;1741085263487;119
0;1741085270606;120
0;1741085282408;121
0;1741085285349;122
0;1741085291235;123
0;1741085293763;124
0;1741085298019;125
0;1741085298116;126
0;1741085305203;127
0;1741085307107;128
0;1741085309396;129
0;1741085325527;130
0;1741085326102;131
0;1741085328983;132
0;1741085338627;133
0;1741085347034;134
0;1741085350265;135
0;1741085351984;136
0;1741085353484;137
0;1741085354898;138
0;1741085371157;139
0;1741085373064;140
0;1741085373803;141
0;1741085382522;142
0;1741085396239;143
0;1741085400056;144
0;1741085403145;145
0;1741085404040;146
0;1741085411408;147
0;1741085412396;148
0;1741085417674;149
0;1741085421404;150
0;1741085426216;151
0;1741085429434;152
0;1741085437788;153
0;1741085445937;154
0;1741085446545;155
0;1741085450510;156
0;1741085458452;157
0;1741085465619;158
0;1741085471465;159
0;1741085474469;160
0;1741085487921;161
0;1741085491235;162
0;1741085492709;163
0;1741085495955;164
0;1741085498027;165
0;1741085498112;166
0;1741085513795;167
0;1741085515968;168
0;1741085518104;169
0;1741085528589;170
0;1741085530968;171
0;1741085531640;172
0;1741085534462;173
0;1741085540615;174
0;1741085551041;175
0;1741085553998;176
0;1741085563936;177
0;1741085565619;178
0;1741085570078;179
0;1741085574029;180
0;1741085576203;181
0;1741085580641;182
0;1741085583343;183
0;1741085586735;184
0;1741085601204;185
0;1741085607758;186
0;1741085608917;187
0;1741085610044;188
0;1741085619268;189
0;1741085627549;190
0;1741085627817;191
0;1741085633386;192
0;1741085643297;193
0;1741085644369;194
0;1741085645986;195
0;1741085655445;196
0;1741085655491;197
0;1741085671456;198
0;1741085672011;199
0;1741085672517;200
0;1741085686477;201
0;1741085689937;202
0;1741085691784;203
0;1741085692395;204
0;1741085695856;205
0;1741085703885;206
0;1741085704873;207
0;1741085711513;208
1;1741085715344;10
0;1741085717427;209
0;1741085719273;210
0;1741085723267;211
1;1741085723543;11
0;1741085724616;212
1;1741085725465;12
0;1741085728266;213
1;1741085730478;13
1;1741085733365;14
1;1741085740739;15
1;1741085741873;16
0;1741085742882;214
1;1741085744721;17
0;1741085752846;215
0;1741085754192;216
1;1741085754335;18
1;1741085754711;19
1;1741085755584;20
1;1741085756439;21
0;1741085759402;217
0;1741085759410;218
1;1741085765685;22
0;1741085768544;219
0;1741085773297;220
0;1741085774759;221
1;1741085778805;23
0;1741085779157;222
1;1741085781020;24
1;1741085782723;25
1;1741085787011;26
0;1741085788347;223
0;1741085794232;224
1;1741085797665;27
0;1741085799113;225
1;1741085802727;28
0;1741085806065;226
0;1741085810020;227
1;1741085812452;29
0;1741085812806;228
0;1741085817230;229
1;1741085818542;30
1;1741085820424;31
0;1741085824565;230
0;1741085828015;231
1;1741085830238;32
1;1741085834635;33
0;1741085836256;232
1;1741085840021;34
1;1741085841997;35
0;1741085845363;233
1;1741085850736;36
1;1741085852253;37
0;1741085855028;234
0;1741085858452;235
1;1741085859065;38
0;1741085860145;236
0;1741085863054;237
1;1741085863068;39
0;1741085864188;238
1;1741085867397;40
0;1741085868648;239
1;1741085868794;41
