3;1741050755886;1
1;1741050756235;1
0;1741050756379;1
2;1741050756493;1
3;1741050760977;2
1;1741050761147;2
0;1741050761323;2
2;1741050761483;2
3;1741050765920;3
1;1741050765979;3
2;1741050766107;3
0;1741050766282;3
3;1741050770959;4
0;1741050770985;4
2;1741050771146;4
1;1741050772418;4
3;1741050775919;5
1;1741050776025;5
2;1741050776121;5
0;1741050776425;5
3;1741050780894;6
1;1741050780932;6
2;1741050781006;6
0;1741050781209;6
3;1741050785902;7
1;1741050785977;7
0;1741050786169;7
2;1741050786281;7
3;1741050790974;8
0;1741050791064;8
1;1741050791368;8
3;1741050795902;9
1;1741050795976;9
0;1741050796216;9
3;1741050800926;10
0;1741050800999;10
2;1741050801096;8
1;1741050801178;10
3;1741050805901;11
1;1741050805975;11
2;1741050806231;9
0;1741050806823;11
3;1741050810972;12
1;1741050811047;12
2;1741050811239;10
0;1741050811639;12
3;1741050815916;13
0;1741050815958;13
2;1741050816358;11
1;1741050817990;13
3;1741050820890;14
0;1741050820934;14
1;1741050821305;14
2;1741050821449;12
3;1741050825900;15
0;1741050825953;15
1;1741050826021;15
2;1741050826310;13
3;1741050830922;16
1;1741050831013;16
0;1741050831077;16
2;1741050831237;14
3;1741050835916;17
1;1741050836181;17
2;1741050836325;15
0;1741050836901;17
3;1741050840907;18
1;1741050840997;18
0;1741050841140;18
2;1741050841252;16
3;1741050845929;19
0;1741050845988;19
1;1741050846372;19
2;1741050846532;17
3;1741050850923;20
2;1741050851012;18
1;1741050851124;20
0;1741050851428;20
3;1741050855897;21
1;1741050855972;21
0;1741050856131;21
2;1741050856276;19
3;1741050860922;22
1;1741050861091;22
2;1741050861203;20
0;1741050861427;22
3;1741050865929;23
0;1741050866003;23
1;1741050866088;23
2;1741050869283;21
3;1741050870904;24
0;1741050870930;24
1;1741050871026;24
2;1741050871218;22
3;1741050875944;25
0;1741050876034;25
1;1741050876226;25
3;1741050880920;26
1;1741050881010;26
0;1741050881138;26
2;1741050881378;23
3;1741050885879;27
1;1741050886036;27
0;1741050886146;27
2;1741050888049;24
3;1741050890951;28
0;1741050890993;28
2;1741050891195;25
1;1741050891249;28
3;1741050895893;29
0;1741050895971;29
1;1741050896241;29
