13;1741050748604;1
12;1741050748724;1
4;1741050749002;1
6;1741050749009;1
1;1741050749015;1
2;1741050749162;1
10;1741050749298;1
9;1741050749427;1
0;1741050750500;1
11;1741050750692;1
7;1741050751077;1
8;1741050751092;1
14;1741050751220;1
3;1741050751283;1
5;1741050751555;1
15;1741050751667;1
0;1741050753252;2
3;1741050753312;2
11;1741050753380;2
1;1741050753507;2
2;1741050753673;2
4;1741050753988;2
5;1741050754131;2
6;1741050755395;2
10;1741050755539;2
14;1741050755603;2
9;1741050755683;2
15;1741050755858;2
12;1741050755954;2
13;1741050756051;2
7;1741050756387;2
0;1741050758226;3
1;1741050758338;3
3;1741050758498;3
2;1741050758594;3
4;1741050758754;3
5;1741050758995;3
13;1741050760482;3
15;1741050760722;3
10;1741050760818;3
7;1741050760980;3
8;1741050761062;2
6;1741050761250;3
9;1741050761347;3
11;1741050761874;3
0;1741050763234;4
7;1741050763410;4
9;1741050763874;4
1;1741050764034;4
10;1741050764098;4
11;1741050765362;4
15;1741050765554;4
6;1741050765826;4
5;1741050765954;4
3;1741050766242;4
4;1741050766322;4
12;1741050766410;3
2;1741050766930;4
0;1741050768449;5
7;1741050768610;5
4;1741050768802;5
2;1741050768866;5
15;1741050769058;5
5;1741050769202;5
6;1741050769281;5
13;1741050770482;4
3;1741050770546;5
1;1741050770641;5
11;1741050770689;5
9;1741050770753;5
12;1741050770849;4
10;1741050770945;5
8;1741050770993;3
0;1741050773249;6
2;1741050773383;6
3;1741050773922;6
4;1741050774034;6
5;1741050774115;6
15;1741050775409;6
9;1741050775441;6
14;1741050775489;3
6;1741050775697;6
10;1741050775921;6
13;1741050776273;5
8;1741050776353;4
1;1741050776577;6
0;1741050778225;7
3;1741050778296;7
7;1741050778481;6
15;1741050778657;7
1;1741050778737;7
4;1741050779035;7
2;1741050779050;7
5;1741050779121;7
12;1741050779217;5
6;1741050780417;7
13;1741050780561;6
8;1741050780625;5
10;1741050780785;7
9;1741050780849;7
14;1741050780945;4
0;1741050783216;8
2;1741050783340;8
4;1741050783505;8
1;1741050783585;8
3;1741050783761;8
5;1741050784353;8
6;1741050785457;8
15;1741050785665;8
12;1741050785793;6
11;1741050786096;6
8;1741050786128;6
14;1741050786208;5
10;1741050786272;8
7;1741050786416;7
0;1741050788224;9
1;1741050788368;9
4;1741050788693;9
5;1741050788711;9
6;1741050788728;9
13;1741050788998;7
3;1741050789141;9
2;1741050789221;9
12;1741050789369;7
15;1741050790436;9
8;1741050790510;7
7;1741050790933;8
0;1741050793235;10
2;1741050793393;10
1;1741050793587;10
3;1741050793747;10
4;1741050794195;10
5;1741050794216;10
6;1741050795557;10
10;1741050795668;9
14;1741050795764;6
15;1741050795856;10
8;1741050796213;8
12;1741050796677;8
13;1741050796837;8
3;1741050798304;11
1;1741050798416;11
0;1741050798784;11
7;1741050798801;9
2;1741050800432;11
5;1741050800575;11
8;1741050800623;9
12;1741050800911;9
9;1741050800975;8
13;1741050801311;9
15;1741050801519;11
10;1741050801536;10
0;1741050803215;12
1;1741050803384;12
2;1741050803535;12
3;1741050803631;12
4;1741050803935;11
5;1741050804095;12
14;1741050805391;7
13;1741050805599;10
9;1741050805727;9
10;1741050805930;11
6;1741050806399;11
8;1741050806453;10
1;1741050808309;13
3;1741050808447;13
2;1741050808527;13
0;1741050808954;13
15;1741050809167;12
7;1741050809375;10
9;1741050810271;10
12;1741050810655;10
10;1741050810831;12
4;1741050810991;12
8;1741050811055;11
5;1741050811338;13
6;1741050811519;12
13;1741050811695;11
11;1741050811919;7
0;1741050813214;14
1;1741050813327;14
2;1741050813583;14
3;1741050813600;14
4;1741050814030;13
5;1741050814049;14
10;1741050815647;13
13;1741050815742;12
9;1741050815806;11
15;1741050816031;13
8;1741050816062;12
6;1741050816191;13
11;1741050816318;8
7;1741050816334;11
1;1741050818337;15
0;1741050818481;15
3;1741050818574;15
15;1741050818734;14
7;1741050818910;12
2;1741050818958;15
5;1741050820350;15
14;1741050820398;8
4;1741050820490;14
12;1741050820594;11
10;1741050820768;14
13;1741050821358;13
0;1741050823214;16
2;1741050823297;16
3;1741050823393;16
1;1741050823614;16
4;1741050823822;15
5;1741050823839;16
13;1741050825326;14
14;1741050825502;9
12;1741050825710;12
9;1741050825742;12
8;1741050825882;13
11;1741050826094;9
15;1741050826318;15
0;1741050828221;17
1;1741050828366;17
2;1741050828494;17
3;1741050828589;17
4;1741050828894;16
5;1741050829214;17
10;1741050830525;15
8;1741050830606;14
15;1741050830829;16
14;1741050831118;10
9;1741050831165;13
13;1741050831517;15
12;1741050831758;13
6;1741050831853;14
0;1741050833213;18
1;1741050833358;18
2;1741050833533;18
3;1741050833581;18
4;1741050834285;17
5;1741050834303;18
6;1741050834316;15
13;1741050834461;16
12;1741050834525;14
8;1741050835309;15
7;1741050835709;13
10;1741050835853;16
9;1741050835949;14
14;1741050836045;11
11;1741050836237;10
0;1741050838237;19
2;1741050838514;19
3;1741050838557;19
4;1741050838797;18
1;1741050838815;19
7;1741050840477;14
14;1741050840509;12
11;1741050840541;11
13;1741050840813;17
10;1741050840925;17
9;1741050841037;15
12;1741050841148;15
6;1741050841309;16
15;1741050841629;17
5;1741050842221;19
1;1741050843373;20
4;1741050843553;19
5;1741050843666;20
0;1741050843922;20
7;1741050843938;15
15;1741050844017;18
12;1741050844178;16
13;1741050844418;18
6;1741050845346;17
14;1741050845377;13
10;1741050845537;18
11;1741050845682;12
8;1741050846177;16
2;1741050846321;20
0;1741050848284;21
7;1741050848460;16
15;1741050848668;19
1;1741050848780;21
4;1741050849084;20
5;1741050849277;21
6;1741050849324;18
13;1741050849468;19
12;1741050849532;17
9;1741050850300;16
2;1741050850492;21
10;1741050850630;19
8;1741050850645;17
11;1741050850732;13
3;1741050851037;20
0;1741050853212;22
2;1741050853324;22
3;1741050853404;21
1;1741050853548;22
4;1741050853660;21
5;1741050853772;22
14;1741050855356;14
6;1741050855548;19
15;1741050855804;20
7;1741050855974;17
9;1741050856156;17
13;1741050856268;20
12;1741050856412;18
0;1741050858220;23
2;1741050858316;23
3;1741050858355;22
1;1741050858572;23
4;1741050859004;22
5;1741050859037;23
9;1741050860348;18
12;1741050860412;19
8;1741050860556;18
7;1741050860859;18
10;1741050861068;20
11;1741050861260;14
6;1741050861531;20
13;1741050861804;21
0;1741050863211;24
1;1741050863275;24
2;1741050863467;24
4;1741050863499;23
3;1741050863547;23
5;1741050863755;24
6;1741050865323;21
14;1741050865355;15
8;1741050865563;19
9;1741050865611;19
15;1741050865835;21
12;1741050866251;20
13;1741050866635;22
10;1741050866843;21
0;1741050868346;25
3;1741050868507;24
1;1741050868539;25
4;1741050868779;24
5;1741050868811;25
7;1741050870395;19
15;1741050870539;22
12;1741050870763;21
6;1741050870923;22
8;1741050871339;20
2;1741050871579;25
10;1741050871803;22
13;1741050871851;23
0;1741050873323;26
1;1741050873579;26
3;1741050873659;25
4;1741050873931;25
5;1741050873947;26
12;1741050875435;22
2;1741050875755;26
15;1741050875883;23
6;1741050876123;23
8;1741050876202;21
14;1741050876278;16
13;1741050876731;24
1;1741050878298;27
3;1741050878346;26
0;1741050878490;27
15;1741050878666;24
7;1741050878858;20
5;1741050880298;27
12;1741050880426;23
11;1741050880506;15
14;1741050880746;17
8;1741050880842;22
4;1741050880886;26
2;1741050881371;27
13;1741050881483;25
6;1741050882090;24
1;1741050883322;28
3;1741050883386;27
2;1741050883530;28
0;1741050883546;28
8;1741050883658;23
13;1741050885306;26
11;1741050885370;16
14;1741050885402;18
4;1741050885498;27
12;1741050885658;24
5;1741050885818;28
9;1741050886042;20
10;1741050886138;23
6;1741050886250;25
0;1741050888218;29
2;1741050888362;29
1;1741050888650;29
8;1741050888794;24
4;1741050889050;28
5;1741050889065;29
11;1741050890490;17
10;1741050890554;24
12;1741050890650;25
3;1741050890742;28
9;1741050890810;21
14;1741050891274;19
13;1741050892170;27
6;1741050892330;26
0;1741050893274;30
15;1741050893402;25
7;1741050893577;21
1;1741050893817;30
4;1741050893833;29
5;1741050893897;30
9;1741050895353;22
13;1741050895481;28
12;1741050895577;26
3;1741050895753;29
6;1741050895849;27
10;1741050895913;25
11;1741050896025;18
0;1741050898249;31
1;1741050898524;31
3;1741050898588;30
4;1741050898876;30
5;1741050898893;31
2;1741050900316;30
12;1741050900732;27
9;1741050900844;23
11;1741050900988;19
10;1741050901052;26
0;1741050903305;32
7;1741050903545;22
15;1741050903657;26
