#server;sizelist;margin;threshold;trust_level;trust_vector;error;mistake_time;error_rate;total_time;pa;td_mean;td_max;date
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;1797422833569;1.000000000000000;NaN;NaN;04/03/2025 02:42:47.972
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;3595327905008;1.000000000000000;NaN;NaN;04/03/2025 03:12:47.971
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;5395234967373;1.000000000000000;NaN;NaN;04/03/2025 03:42:47.971
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;7195477154571;1.000000000000000;NaN;NaN;04/03/2025 04:12:47.971
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;8995238831382;1.000000000000000;NaN;NaN;04/03/2025 04:42:47.972
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;10797705229590;1.000000000000000;NaN;NaN;04/03/2025 05:12:47.974
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;12595419494239;1.000000000000000;NaN;NaN;04/03/2025 05:42:47.971
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;14397613277484;1.000000000000000;NaN;NaN;04/03/2025 06:12:47.975
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;16195199320173;1.000000000000000;NaN;NaN;04/03/2025 06:42:47.973
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;17997649529415;1.000000000000000;NaN;NaN;04/03/2025 07:12:47.978
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;19795427843844;1.000000000000000;NaN;NaN;04/03/2025 07:42:47.972
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;21597941784706;1.000000000000000;NaN;NaN;04/03/2025 08:12:47.974
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;23396183609887;1.000000000000000;NaN;NaN;04/03/2025 08:42:47.976
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;0;0;0.000000000000000;25195385914261;1.000000000000000;NaN;NaN;04/03/2025 09:12:47.973
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;1;886716890;0.000037043518168;26995276082103;0.999967152886775;6744.646547000000000;6744.646547000000000;04/03/2025 09:42:47.973
2a07:2e40:fffe:e1::a484;100;1500000000;60;120;TTTT;7;15369426688;0.000243080418930;28797054204609;0.999466284760281;6760.477176428571500;7001.153222000000000;04/03/2025 10:12:47.973
