#server;sizelist;margin;threshold;trust_level;trust_vector;error;mistake_time;error_rate;total_time;pa;td_mean;td_max;date
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;1795197650821;1.000000000000000;NaN;NaN;04/03/2025 02:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;3595129636169;1.000000000000000;NaN;NaN;04/03/2025 03:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;5395156245850;1.000000000000000;NaN;NaN;04/03/2025 03:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;7197868147986;1.000000000000000;NaN;NaN;04/03/2025 04:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;8995113733321;1.000000000000000;NaN;NaN;04/03/2025 04:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;10795137285099;1.000000000000000;NaN;NaN;04/03/2025 05:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;12597366273809;1.000000000000000;NaN;NaN;04/03/2025 05:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;14395126743341;1.000000000000000;NaN;NaN;04/03/2025 06:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;16195114660497;1.000000000000000;NaN;NaN;04/03/2025 06:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;17995171890593;1.000000000000000;NaN;NaN;04/03/2025 07:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;19797168112533;1.000000000000000;NaN;NaN;04/03/2025 07:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;21595179442466;1.000000000000000;NaN;NaN;04/03/2025 08:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;23395126908834;1.000000000000000;NaN;NaN;04/03/2025 08:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;25195266764762;1.000000000000000;NaN;NaN;04/03/2025 09:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;26997408791654;1.000000000000000;NaN;NaN;04/03/2025 09:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;0;0;0.000000000000000;28795137646986;1.000000000000000;NaN;NaN;04/03/2025 10:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;35;97918293370;0.001143971758348;30595160889769;0.996799549650260;7028.142144657143000;7494.221078000000000;04/03/2025 10:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;43;107495569741;0.001327359028385;32395153896162;0.996681739185881;7006.892234697675000;7543.121955000000000;04/03/2025 11:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001315975928999;34195154340116;0.996677160958484;7032.485601755555000;7681.104442000000000;04/03/2025 11:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001250170441960;35995091940771;0.996843319804295;7032.485601755555000;7681.104442000000000;04/03/2025 12:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001190628362229;37795168860039;0.996993663547509;7032.485601755555000;7681.104442000000000;04/03/2025 12:42:36.408
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001136502128808;39595174403406;0.997130332279526;7032.485601755555000;7681.104442000000000;04/03/2025 13:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001087084825765;41395113733030;0.997255110962980;7032.485601755555000;7681.104442000000000;04/03/2025 13:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001041784642363;43195107865987;0.997369493919901;7032.485601755555000;7681.104442000000000;04/03/2025 14:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.001000059709009;44997313255035;0.997474849370939;7032.485601755555000;7681.104442000000000;04/03/2025 14:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000961639681767;46795073927609;0.997571859934493;7032.485601755555000;7681.104442000000000;04/03/2025 15:12:36.408
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000926013535391;48595401989428;0.997661815949239;7032.485601755555000;7681.104442000000000;04/03/2025 15:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000892941383541;50395245230486;0.997745323128158;7032.485601755555000;7681.104442000000000;04/03/2025 16:12:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000862148904403;52195159989373;0.997823074133787;7032.485601755555000;7681.104442000000000;04/03/2025 16:42:36.408
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000833406573816;53995254433805;0.997895648514606;7032.485601755555000;7681.104442000000000;04/03/2025 17:12:36.408
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000806521539237;55795162076628;0.997963533223258;7032.485601755555000;7681.104442000000000;04/03/2025 17:42:36.407
2001:660:3207:4c0::2053;100;1500000000;60;120;TTTT;45;113624993872;0.000781316087240;57595127932073;0.998027176986116;7032.485601755555000;7681.104442000000000;04/03/2025 18:12:36.407
